description_id,user_id,description_input,description_output_grid_size,description_output,is_verified,confidence,num_verification_attempts,num_actions,num_actions,generation,user_num_prior_description_experiences,user_num_prior_build_experiences,description_synthesis_time,verification_time
8ea15466-203a-41fb-9041-2455bad8061b,74cccb96-805d-45bd-a909-112e5af52a6a,"In the input, you should see...a columns with multiple boxes",The output grid size...is unchanged,"To make the output, you have to...make all squares gray and bring them together",False,,3,39.0,39.0,2.0,1,1,1684,200
3222f612-7635-439a-bb59-694e7be6f9ad,9479a1da-f630-4de8-ba3a-c274f9dfedcb,"In the input, you should see...a light blue grid with blue square borders.",The output grid size...the same as the input.,"To make the output, you have to...find the center of each square and add a magenta pixel to its center.  From that magenta pixel draw a line from each side of it (up, down, left, right) going straight to the border of the entire grid.  Each magenta line must reach the border of the square.  The magenta lines are allowed to cross over each other.",True,10,1,50.0,50.0,2.0,2,2,128,51
65b8f1a1-ad42-44c8-a59d-3ca17bcd96d6,e3dbab63-f781-422d-bac8-36b41a84d28a,"In the input, you should see... one or more 4x4 outline of squares.",The output grid size...stay the same,"To make the output, you have to... Copy the grid. color each of the centers of the outlined squares pink. Continue creating a pink line vertically up and down from this pink center cell. DO NOT color the dark Blue outline. Create a pink horizontal line left and right from the pink center cell. DO NOT color the dark Blue outline. Do this for all outlined squares. you should be done.",True,8,1,52.0,52.0,3.0,2,1,379,64
736a9ad5-cb02-41ef-be0f-505d1843e7c8,8234b343-3063-4518-83a8-b5f12e37ea6d,"In the input, you should see...a 15x15 light blue grid, containing one or more darker blue shapes.",The output grid size...stays the same,"To make the output, you have to...locate the center of each darker blue shape. Draw a horizontal and a vertical line in magenta, through the exact center of each shape.",True,2,2,88.0,88.0,1.0,0,1,286,131
aea9f40c-b909-4639-8ff2-b6fb8fbefb4d,a8f1c8eb-4ef3-4262-be92-7546958e47f3,"In the input, you should see...a light blue grid with blue square borders.",The output grid size...the same as the input.,"To make the output, you have to...find the center of each square and add a magenta pixel to its center. From that magenta pixel draw a line from each side of it (up, down, left, right) going straight to the border of the entire grid. Each magenta line must reach the border of the grid but the lines may NOT override the blue border of the square. The magenta lines are allowed to cross over each other.",True,7,1,50.0,50.0,0.0,4,1,241,40
03a881df-2f03-48ee-8c9e-f13c6e459d0f,b3aace06-db41-4543-b7b7-b276f5268933,"In the input, you should see...a black grid with a number of grey boxes",The output grid size...is the same as input,"To make the output, you have to...surround each of the grey boxes with a blue border",True,10,1,43.0,43.0,1.0,5,0,57,37
2c045fce-1e34-4979-8735-e8de61ba1675,79a22cf9-306c-474c-bef2-88eb27792e82,"In the input, you should see...a black grid with a number of grey boxes",The output grid size...is the same as the input,"To make the output, you have to...surround each grey box with blue",True,6,1,,,0.0,2,0,91,34
a32e5cb9-f200-466a-a043-41410b8bc497,6cbabb8b-a17d-4328-a4ff-4efe690b31ae,"In the input, you should see...a black grid the a number of grey boxes",The output grid size...is the same as the input,"To make the output, you have to...surround each of the grey boxes with a 3x3 blue border",True,10,1,42.0,42.0,2.0,2,3,202,52
03d55486-acb2-4770-820d-a33c46fd2370,9a91d229-61c0-4d73-bbd6-8af048ecf1e8,"In the input, you should see...various shapes of different size and color. One will be large.",The output grid size...is the same size as the large shape,"To make the output, you have to...put the shapes inside one another so they fit in the large shape. Leave the background the same color.",False,,3,186.0,186.0,3.0,1,2,211,381
0c96958d-fbf2-4180-a464-1368600d2b53,c8ae24e9-20a1-459f-a43b-5fc4ff4da02e,"In the input, you should see...three different shapes, all different colors.",The output grid size...changes to the size of the most large shape.,"To make the output, you have to...put all the shapes inside one another from the most large to the most small, and keep the colors the same.",True,0,2,98.0,98.0,2.0,3,4,178,177
48059d59-83ef-4c0f-9b76-c7307d3d4df5,4826b5dc-45f3-4beb-af66-c6e3c82f3a77,"In the input, you should see...various outlines of different size and color.",The output grid size...large enough to contain the large outlines.,"To make the output, you have to...place the outlines inside each other so the big one contain all others within it, leave the background the same color.",True,8,1,97.0,97.0,0.0,2,0,359,129
de61a530-d1c7-478b-a00c-8c9b2ce68c34,5fa5df93-bc79-4cde-aeaa-399c57924ce9,"In the input, you should see...many different colored blocks that are all in different square shapes that are not completely filled out.",The output grid size...should match the bigger square outline.,"To make the output, you have to...place the square outlines from large to small within each other. The square spaces that are not filled should remain the same as the background square colors.",True,3,1,131.0,131.0,1.0,2,2,253,124
f5f97834-041e-4dfa-a45c-dc226e785d3b,a33564e1-7323-4008-bbce-195a66dc8107,"In the input, you should see... various bright colors, shapes, and corners of various size","The output grid size... match the biggest square/corner. If you only see two corners, the output grid will always be a square for this.","To make the output, you have to... copy the background color and place all of the shapes in order of size within each other. Square will be in the center, box around that, then corners until all shapes fit exactly in the size of the grid. Keep all shapes their original color.",True,7,1,106.0,106.0,4.0,4,2,518,199
8a589367-f5c9-4c94-b5fb-8ad5e1931c57,957b5939-f452-483e-a9c6-b1447c98175c,"In the input, you should see...a grid with colored pixels scattered. Some of the pixels are touching other pixels {on sides/or corners} while some are singletons, not touching any pixels",The output grid size...The output grid size does not change. It is the same as the input,"To make the output, you have to...copy the input grid, identify which pixels are connected or touching any other and change background colors of single pixels to the background color or black. Done",True,10,1,30.0,30.0,3.0,0,0,507,127
906cd507-4e53-4791-afd2-58e7460f1652,b793d038-b65a-463f-b9ff-5d69b1481e05,"In the input, you should see...grids of colored pixels scattered. Some of the pixels are connected. some are alone.",The output grid size...same as the input,"To make the output, you have to...remove all the single pixels",True,10,2,33.0,33.0,1.0,2,1,310,306
a7cae281-be4b-4f96-b057-31d95153313a,7d7316e7-581f-4a94-ac07-1f01fe00f7a2,"In the input, you should see... s a grid with few colored patterns",The output grid size...is the same as the input grid size,"To make the output, you have to...find the single colored dots that  have not connect with others. you have to remove the dots that is not  connected with others and leave it as black.",True,10,1,14.0,14.0,2.0,0,1,429,58
c91217dd-5adf-4651-93bf-59669477dd53,9d2844c3-22c6-4c9f-a0ea-8c094a96168c,"In the input, you should see... A grid with colored pixels scattered.  Some of the pixels are touching other pixels (sides and/or corners) and some are singletons, not touching any other pixels.",The output grid size... The output is the same size as the input.,"To make the output, you have to...  copy the input grid.  Identify which pixels are connected or touching another pixel and which are singletons not touching any other.  Change the color of each singleton pixel to the color of the background. Done.",True,10,1,15.0,15.0,0.0,2,0,600,83
0f49392a-d7e1-4c09-86de-9bca46ec7d86,dc31d1dc-4f42-450d-bd0d-916339781f54,"In the input, you should see... different colored squares",The output grid size...same size,"To make the output, you have to...make black squares in the square",True,5,1,56.0,56.0,0.0,2,8,170,79
20048968-3571-4666-9d85-e1951462e88a,7bf8214d-ff4f-44e1-a0d7-8af375ac6ea4,"In the input, you should see...colored rectangular shapes on a black background",The output grid size...is the same as the input grid size,"To make the output, you have to...replace all colored blocks inside the rectangular shapes with black so there is only a colored outline of the shapes",True,9,1,55.0,55.0,2.0,2,0,142,43
d97637a9-2ad3-4401-ac78-9f259ca298da,c5866d5c-bbcf-44aa-a7f7-414c424c50d2,"In the input, you should see...different color squares with a black background",The output grid size...stay the same,"To make the output, you have to...remove the center of the blocks with black and have a single block wide line for each square.",True,7,1,60.0,60.0,1.0,3,3,67,49
62f21654-67c2-4c68-b5a4-baf1bd48d9c9,a818049a-1bb1-4d5d-b65a-f057cea839fa,"In the input, you should see...blue and green grey and whole superimpose",The output grid size...red and then green colors and about resize,"To make the output, you have to...blue and red color",False,,3,7.0,7.0,2.0,1,2,127,13
7d20ffc4-26a7-4861-8534-1cce9c986860,5a7cbd9b-0fd1-4f3a-822c-764b929e2b6f,"In the input, you should see...corresponding",The output grid size...fill the color,"To make the output, you have to...same color change",True,10,1,25.0,25.0,0.0,4,3,61,40
dd2cf990-fe85-4aa1-ae61-5cd719fc9f08,756ee44b-ee04-4278-b0ef-1617485c086d,"In the input, you should see...fill single complete grid","The output grid size...In the input, you should see...fill single complete grid","To make the output, you have to...In the input, you should see...fill single complete grid",True,10,2,53.0,53.0,1.0,5,0,48,74
2a43b1ab-755a-4d11-9d22-f136e57b56dc,34137dc5-f9c3-4b64-8fea-55a4873ce738,"In the input, you should see... grid",The output grid size...you will  order the size,"To make the output, you have to...fill with the color",True,10,1,6.0,6.0,0.0,0,0,296,52
3d465cb3-1e28-478d-8917-59050c6be42a,09c9804a-be31-4919-92f8-0c2386665550,"In the input, you should see... a grid with a pattern",The output grid size... 2x2 changed from a grid input of 10x10,"To make the output, you have to... fill the 2x2 grid with the color of the bottom most pattern on the input grid",True,3,2,5.0,5.0,1.0,4,2,65,19
b5f9d53c-68b0-4541-8ee9-266c4f0bb6d4,69bc7a61-972e-4634-a414-f7a782f7327f,"In the input, you should see...A grid with 2 square patterns",The output grid size...is 2x2,"To make the output, you have to...fill the entire 2x2 grid with the same color of the biggest square pattern that is in the original.",True,10,1,3.0,3.0,2.0,3,4,365,165
1a06e911-0f45-45cf-bd30-4388e4932386,5926c1c9-818d-4143-9255-0dcb21a0df12,"In the input, you should see...a shape composed of pixels in the upper portion of the grid and other pixels lower in the grid",The output grid size... is the same as the input grid.,"To make the output, you have to...  First copy the input grid.  Look at the lone upper shape, add colored pixels to the pixels lower in the grid such that they are of the same shape and color, even if they have to be proportionally larger or smaller, than the shape in the upper part of the field.",True,5,1,72.0,72.0,2.0,4,5,735,125
20f22a6e-9bb6-470b-a887-ca776e294d7d,a9bde85c-24dc-4cc9-b468-4da5d097a480,"In the input, you should see...a red and blue cross with 2 groups at the bottom",The output grid size...is the same.,"To make the output, you have to...copy exact but make the lower group fill in to look like the shape  at the top.",False,,3,78.0,78.0,3.0,3,5,686,562
2e7ff8c1-b50e-4410-b86c-bcb1bdd4f4fe,80a1e27a-8f6a-43c1-970c-7907f4c2d76a,"In the input, you should see...two different colors. You will also see one complete pattern.",The output grid size...will be the same as input,"To make the output, you have to...If you have the same amount of other colored squares, simply copy the pattern. If you have more other color squares, copy the pattern but be sure to fill in more space",True,7,1,73.0,73.0,1.0,3,4,603,78
47e4ca6c-a0cc-43f4-b70e-ab038fc6e58c,42aa3772-5319-4a80-aa1a-c9d6568ee88c,"In the input, you should see...a pattern of blue squares and some red squares",The output grid size...is the same as the input,"To make the output, you have to....fill in the black squares in between the red squares with the blue squares.  Each red square has one group of blue square",False,,3,70.0,70.0,0.0,1,2,465,134
fa721c9b-8fd8-4d02-95c3-41ca1226d98c,612dba54-deec-4614-9186-b28ea5c86c57,"In the input, you should see...some colored patterns. the top pattern is the reference",The output grid size...is not changed,"To make the output, you have to...add blue color fill to the red blocks to reproduce the upper shape. Leave the red blocks the same size. The new shape can be a different size.",True,6,3,96.0,96.0,4.0,0,0,1487,254
d46adbf8-218a-40f1-83c7-c1ed74486e82,619910bc-a821-4cd9-bc5e-24655475e64b,"In the input, you should see...gray objects with the black area inside.",The output grid size...should be the same as the input,"To make the output, you have to...fill the black area within the gray with red if it is a square; otherwise, leave it alone.",True,9,1,3.0,3.0,0.0,3,2,225,14
e9356cae-e272-49c5-b40d-9f73c3795823,a2abea22-2b61-4d11-a26e-bc59c434e464,"In the input, you should see...gray objects in a black area",The output grid size...same size and gray objects are in the same position so just copy the input over,"To make the output, you have to...fill in the holes with orange that are perfect squares only. Do not fill in rectangles or L shapes",True,0,2,26.0,26.0,2.0,4,3,188,51
ed57b166-8a91-4c3d-a9bf-6defddaf67ce,9623cfd7-dc3f-4900-9355-824d39de1a37,"In the input, you should see...gray fill of different size with block grids inside","The output grid size...remain the same, the grid size did not change at all","To make the output, you have to...color the center point of the grey box with orange",False,,3,63.0,63.0,1.0,0,0,541,224
f7d924d0-4fd8-410d-a528-209de7b060f9,be015aac-cf2e-4897-92c8-0f3c9b270eef,"In the input, you should see... big gray squares with some black spaces inside",The output grid size... remains the same as input,"To make the output, you have to... if the big gray squares have a perfect black square within it, color it red. Perfect squares are such as 1x1, 2x2, 3x3.",True,8,1,13.0,13.0,3.0,3,2,146,50
1d16b53b-8cae-43b0-9f4d-32b890629a66,c5f8851e-16b8-4133-a41c-2f793dacfa56,"In the input, you should see....a 3x3 grid with black and pink squares. There colors are the same for each input grid but the site of the colors are different.",The output grid size...a 1x1 grid,"To make the output, you have to....fill in the first, second and last with blue and fill in the other three with yellow.",True,10,1,3.0,3.0,1.0,0,1,739,67
2c73d544-0d45-4b07-a843-5d2ac709fc44,c90b4fd0-bf5e-4079-95cb-aafdb2086a49,"In the input, you should see...a 3x3 grid with black and pink squares.  There colors are the same for each input grid but the site of the colors are different.",The output grid size...a 1x1 grid.,"To make the output, you have to...fill in the first, second and last with blue and fill in the other three with yellow.",True,9,1,3.0,3.0,2.0,3,3,160,169
4dfdc52b-5ca1-478f-aef1-f84698bb5c82,560a97e3-0b48-41d8-a3c2-e3dee1f096b9,"In the input, you should see...a pattern of pink and black",The output grid size...change to one square,"To make the output, you have to...change it to either blue or orange",True,0,1,3.0,3.0,0.0,6,2,81,15
c8a40bf6-9057-4f54-ad9a-71980c14792d,7598c5fd-2e90-41fc-8ba4-a36417fe5fe8,"In the input, you should see...3x3 grid",The output grid size...1x1 grid,"To make the output, you have to...if input has 3 or 4 red tiles output is orange. if in put has 2, 5, or 6 red tiles output is blue.",True,5,2,5.0,5.0,3.0,1,3,259,36
106fe4f1-7acf-4e1b-9ab3-dc4fe1c84437,ba87cf7c-e639-42ff-8753-e0021750bdc1,"In the input, you should see...a 3x3 grid with a 2x2 green square in one corner with a red square",The output grid size... is 9x9,"To make the output, you have to...make grid 9x9. Note the diagonal that the red square is in in the input. The green square in the diagonal will indicate which corner in the output you should put a 4x4 green square in the output. The red square indicates which corner another 4x4 green square will touch it your new square in the output grid. So you will have two green 4x4 squares touching each other  corner to corner.",True,7,1,28.0,28.0,1.0,4,2,234,26
2c6de6b4-cb1b-4fe7-82b3-9abbd322f44f,4ee54450-cc1a-4d69-a72c-bdcd94d068ea,"In the input, you should see... a 3x3 grid with a 2x2 green square in one corner. The innermost cell of the green square is red.",The output grid size... is 9x9.,"To make the output, you have to... make the output grid 9x9 and make the grid black. Then, make a 4x4 green grid in the output in the same corner as the green square in the input. Then, make another 4x4 green square that is only touching the corner of the 4x4 square.",True,4,1,24.0,24.0,0.0,0,0,596,33
1df2a879-2c08-4849-9d85-f9a619680525,7d0e4dd7-c97e-4285-a3ed-69f361bde418,"In the input, you should see...A pattern with missing color in some squares",The output grid size...Copy the grid size,"To make the output, you have to...Fill in the black squares with red",True,7,1,18.0,18.0,1.0,1,3,136,30
8b434a76-267e-45a0-bc30-a8785177cf88,0816cf96-0e09-4f16-b59b-32755694791b,"In the input, you should see...a blue pattern on a black background. This pattern represents a rectangle (or two rectangles sharing a side), but is missing some blue that would form the sides of the rectangle(s).",The output grid size...is the same,"To make the output, you have to...reconnect the sides of the rectangle(s). Use red to fill in the missing pieces of the sides in a straight line, rebuilding the rectangle(s). You should end up with one or two rectangles.",True,3,1,18.0,18.0,2.0,3,4,740,40
c8574f9a-7135-4b8a-b029-a182737b65d9,e426a59f-5bdf-4195-9e5f-dd45560c9ed7,"In the input, you should see... pattern in blue.",The output grid size... stay the same.,"To make the output, you have to... draw input but fill black edge with red to make a particular border.",True,5,2,19.0,19.0,0.0,5,1,107,24
3a15d7c6-0a0c-441d-96fe-c0905c0252a3,9d2844c3-22c6-4c9f-a0ea-8c094a96168c,"In the input, you should see... A grid with colored pixels.","The output grid size...  Is twice as large as the input, so a 2x2 becomes 4x4 and a 3x3 becomes 6x6 and so on.","To make the output, you have to...  Create a grid twice the size of the input.  Divide the output grid into 4 quadrants.  Replicate the input grid pixels in the upper right quad.  In the upper left quad, place the input grid that's been rotated clockwise 90 degrees.  In the lower right quad, place the input grid colored pixels that has been rotated 180 degrees.  In the lower left quad place a copy of the input grid that's been rotated 90 degrees COUNTER-CLOCKWISE.  Done.",True,9,1,39.0,39.0,0.0,1,0,745,202
819f81d7-b182-4ada-8a9e-ae483da69309,8bf24ee0-cca0-4c82-a691-de451ea8ad36,"In the input, you should see...You will see a quadrant with a lot of colored pixels.","The output grid size...is the quadruple of its original size. If the quadrant is composed of 4x4 pixels, then its size will be 8x8. If it is composed of 2x2 pixels, then its size will be 4x4 pixels...","To make the output, you have to...You have to follow the same pattern, but rotate it 180 degrees clockwise, and copy the result throughout the quadrant until you have final it. Every time you copy the result, you have to keep turn it.",True,7,1,147.0,147.0,2.0,1,5,782,674
b812762b-bf1d-4dba-a635-4b30b70ab8ea,67491cb6-c14b-40f1-9501-d3defc6b5b57,"In the input, you should see... colored pixels",The output grid size...twice as large,"To make the output, you have to...create a grid twice the size if the input",False,,3,127.0,127.0,1.0,0,6,189,206
08564963-571f-4c7a-9b87-467c1e53377a,4faf98aa-589d-43eb-9bdb-916741e73746,"In the input, you should see...a 5x5 grid with a 2x2 grid square surrounded that is surrounded by black and the bottom and right edges filled with colored squares.",The output grid size...the height and width is 5 multiplied by the number of unique colors (except black).,"To make the output, you have to...fill in the grids with each colors so that it looks exactly like the input even though the out put will have a larger grid size. Then look at the colored square that is surrounded by black, and extend a diagonal red line from its corner all the way until it reaches the grid boundary or the colored border.",True,2,1,232.0,232.0,3.0,2,1,1135,208
454ecd14-830b-4cc5-8252-38fdef2dbff5,d40aba9f-0469-4cf0-a827-61fe3cd8b2d4,"In the input, you should see...a 5x5 grid with a row of colored blocks on the bottom and on the right. There is also a group of 4 same-colored blocks separate from the colored edges.","The output grid size...is determined by the number of colors on the grid (black is not counted) multiplied by 5. For example, a grid with 4 colors would result in a 20x20 output grid.","To make the output, you have to...recreate the input pattern in the larger output grid. For the border, the number of colors on the grid determines how many rows. So, a grid with 4 colors would have 4 rows on the bottom and 4 on the right, For the separate colored block multiply the number of colors by 2 in order to determine its size. So, a grid with 4 colors would mean the block would be 8x8. Finally, make a row of red squares extending from each corner of the separate block and ending at either the colored border or the edge of the grid.",True,6,3,213.0,213.0,6.0,0,2,1658,773
75d99f90-4a25-43c5-bdae-0bb71127969d,e426a59f-5bdf-4195-9e5f-dd45560c9ed7,"In the input, you should see... square with fill on the right.",The output grid size... increase based on pattern.,"To make the output, you have to... represent pattern but with a large output grid.",False,,3,166.0,166.0,0.0,6,1,10,158
a8faa8ad-963f-4911-9d11-bae149c16fa8,4197053b-13fb-484f-b02a-3d61257c5370,"In the input, you should see...a 5x5 grid with a 2x2 square of one color and the left and bottom edges filled with squares of various colors.",The output grid size... is determined by the number of colors in the input grid. The output grid should be the dimensions of the input grid multiplied by the number of colors.,"To make the output, you have to...taking the same input grid and blowing it up by the same factor you increased the grid size by. The square and the colored borders should increase in size or thickness by the same factor as you increased the grid. Finally you should go to each corner of the square and add a diagonal line of red squares that will radiate out from the corners until they reach a corner or one of the colored borders.",True,4,1,144.0,144.0,1.0,0,2,1812,438
f05fadc0-0967-4a63-ba2e-ec6397584afc,91dd5059-9b99-4bb8-a9b4-0c5d4adaffc3,"In the input, you should see... a 5x5 grid with a 2x2 square and a border made up of some number of other colors.","The output grid size... is different depending on the number of colors in the right and bottom border of the input. If there is one color, the output is 10x10, if there are two colors the output is 15x15 and if there are 3 colors the output is 20x20.","To make the output, you have to... recreate the input but make it take up the whole, larger grid. So if the grid is now 10x10 and the input is 5x5, the 2x2 colored square should now be 4x4. If the grid is now 15x15, the square should be 6x6. If the grid is now 20x20 the square should be 8x8. The same is true of the border; if the border on the bottom and right is 1 color, it should become 2 squares thick in the output grid. If it is 2 colors it should become 3 squares thick and if it is 3 colors it should become 4 squares thick. If you took away the grid lines, the output would look just like the input except for the following extra change.As the final step, draw red diagonal lines coming out from each corner of the colored square until they reach the colored border or the edge of the grid.",True,3,1,110.0,110.0,2.0,1,1,438,301
fb1811a2-388a-47c0-81e1-737c3fc2503f,51593085-c37c-4ab0-a17d-d5404d0752f1,"In the input, you should see... a colored square with colorful borders on the right and bottom side of the black 5x5 grid background.",The output grid size...the numbers of colors on the black background multiplied by 5,"To make the output, you have to... create the output grid, first identify how many colors there are on the black background, and multiply the number of colors by 5. So if you have 3 different colors, your grid will be 15x15 and if you have 2 different colors, your grid will be 10x10, and so on. Then multiply the colored square and the border by the number of colors and copy it onto the output grid so it will look like the input grid but in larger size.Finally, draw diagonal red lines out from each corner of the colored square to the edge of the black background.",True,4,1,176.0,176.0,5.0,3,3,925,202
fc41ec18-1129-4991-8070-3ba49d020065,657befc7-a20e-401d-9f38-294da4c25177,"In the input, you should see...THE INPUT SHOULD BE IN 6X6  AND IT MADE UP OF COLORS",The output grid size... SHOULD BE depends UPON SIZE AND COLOR,"To make the output, you have to... THE OUPUT SHOULD BE NOT mimicking AS INPUT BUT GIVE SOME DIFFERENT PATTERN",False,,3,17.0,17.0,4.0,1,2,670,130
364c9e7d-a529-4b57-86b6-07274ed6915a,a818049a-1bb1-4d5d-b65a-f057cea839fa,"In the input, you should see...yellow and red",The output grid size...red and green,"To make the output, you have to...some yellow and whole black",False,,3,8.0,8.0,3.0,0,0,3095,18
582bee60-b38a-4048-8a29-5f1ff5d9361e,a3bbed17-f81f-4e0b-ba60-c327cdab116e,"In the input, you should see... Single and distinct colored squares across the grid.",The output grid size...increase  factor in the width and height for each distinct row or column that is occupies a square.,"To make the output, you have to...For each single square, 15 more squares will appear around the original to form a 4x4 square shape of the same color.",True,1,3,706.0,706.0,2.0,0,0,947,1281
5970f323-8ba4-43ec-b6b2-86671258fe3a,361681be-ecb8-4d1d-8526-21b4445abc04,"In the input, you should see...Multiple colors on the black background",The output grid size...Multiply by four.,"To make the output, you have to...fill the same color by 4x4 grid size.",True,10,3,323.0,323.0,7.0,0,1,776,818
5c6a6d01-c672-40cf-b8c9-232ca3d76b2e,b702e797-062d-448d-b825-2dee82f9f489,"In the input, you should see...Single and distinct colored squares across the grid.",The output grid size...double that of the input.,"To make the output, you have to...keep the squares in there same location based on the lower left corner. double there size, keep same color.",True,5,1,189.0,189.0,4.0,2,1,426,363
9fd259b9-a851-4a5f-98ca-5ef0518cac78,af6ff71d-e081-4bdc-b53c-b2bcb9abdd94,"In the input, you should see...5 colors squares on the grid.",The output grid size...4 times,"To make the output, you have to...5 colors multiple by 4 times.",False,,3,307.0,307.0,6.0,0,3,408,950
a1b0a65d-2a99-4ea3-936c-af0a265e479c,7bd759be-174f-435e-96ec-d257b3917e7a,"In the input, you should see...single colored squares throughout the grid.",The output grid size...doubles in size,"To make the output, you have to...for each color square you change them to a 4x4 block of that color.  You will remove black squares in between them so that when you have the 4x4 colors, the colors will be touching.  The colors should also start by touching the outside of the grid.",True,5,1,88.0,88.0,5.0,2,4,188,71
ed6a73f8-9478-4b3e-b31b-44644623f5ad,7af830cb-f786-4844-ab9d-01506061abc2,"In the input, you should see....colored dots on a black background.",The output grid size...should change from a 10x10 to a 20x20,"To make the output, you have to...fill a 4x4 square in the top left corner with green, a 4x4 square to the right of the green square, a 4x8 rectangle in the bottom left corner with blue and a 4x4 square in the bottom right corner with yellow.",False,,3,147.0,147.0,0.0,0,0,476,742
fe0008f3-86fe-4770-9857-e1eafbf6d1cc,03afa9d5-c5ab-44b0-9826-e1341bd9e881,"In the input, you should see...different colored single pixels across the grid.",The output grid size...The grid should double to be 20x20,"To make the output, you have to...replace red pixels with a red block of 4x4 pixels from bottom right to top left, yellow pixel with a yellow block of 4x4 pixels from bottom right to top left, blue pixel with a blue block of 4x4 pixels from bottom right to top left, green pixel with a green block of 4x4 pixels from bottom right to top left. Always replace a pixel with a block of 4X4 of the same color starting from the   original pixel to the left and up.",False,,3,105.0,105.0,1.0,0,1,646,247
0007c83f-9ad8-4616-a351-a1744742ce4c,38875f5d-14f1-4dac-ba9f-0f3ec912f336,"In the input, you should see...it the colors of the shapes",The output grid size...           count the grid and change the pattern,"To make the output, you have to...      complete the holes",False,,3,102.0,102.0,5.0,0,3,562,252
010a5ca9-0072-43d1-8ac5-469f8007a062,af81bc17-1114-4982-b5b0-fcdb5000331a,"In the input, you should see...number of box in two colors",The output grid size... six row and six column,"To make the output, you have to...focus on top left change the alternative color then add four corners",False,,3,105.0,105.0,0.0,5,1,174,233
501f8ac5-b739-4270-91cf-fcddf184ee1b,8c59c3f9-2c09-472b-bd81-d314a595f9ab,"In the input, you should see...a colored cross with a pattern in the upper left corner",The output grid size...changes to the size of the box containing the pattern in the upper left corner including the black space,"To make the output, you have to...repeat the pattern four times in each corner so that it mirrors the adjacent pattern",False,,3,33.0,33.0,7.0,3,0,177,154
6f7fc0f1-383b-4ce8-925b-6a1d0d7aff9e,c91a302e-2ee8-4de9-8cc1-d0edab55f4e7,"In the input, you should see... a red cross dividing the grid into 4 areas. In the top-left area, there is a colored block.",The output grid size...smaller than the input. You need to remove the red cross blocks in the input. The remaining grid is the new size for the output.,"To make the output, you have to...first, remove the red cross blocks in the input. Now, with the remaining grid, copy the colored blocks at the same position as in the input. Then, replicate the shape by creating the mirror image at each corner of the grid. Tips: The replicate shape in the top right should be the mirror image of the one in the top left. The replicate shape in the bottom left should be the mirror image of the one in the bottom right. The replicate shape in the top right should be the mirror image to the bottom right.  The replicate shape in the top left should be the mirror image to the bottom left.",False,,3,99.0,99.0,3.0,3,5,1094,405
7ed788ab-00e3-4496-bf9e-be487d8f3d2f,7544836c-6f6c-491b-8d1d-9fd0a7b5f67c,"In the input, you should see...drawn pattern on all 3 of them with a pattern on the top left corner.",The output grid size...changes to the size of the input pattern.,"To make the output, you have to...take the pattern and put them in all 4 corners.   The right side pattern need to be flip.",False,,3,138.0,138.0,1.0,0,1,557,336
ca62e93c-3532-4b1f-9f36-79955edbf541,afa3828a-0b27-4e51-95d6-8eca06b43922,"In the input, you should see...i cannot understand without any hints",The output grid size...double of the  input is very big but the output is very small,"To make the output, you have to...output grid is when we read the instruction read clearly we got idea",False,,3,9.0,9.0,4.0,0,8,475,17
eabcc85d-79e5-40c6-8ec1-46ff26dfebc3,a12769b8-ffac-4029-a839-5f72bd28281f,"In the input, you should see...a colored middle row both horizontally and vertically with several colored holes on the third left corner.",The output grid size...is same as the output grid size.,"To make the output, you have to...use the same color as the middle row to create a symmetrical pattern.",False,,3,113.0,113.0,2.0,0,0,666,1500
ecafcbae-0d35-49d5-b2c3-14704634d04f,e3dbab63-f781-422d-bac8-36b41a84d28a,"In the input, you should see... A colored cross that divides the grid into 4 smaller grids. In the top left smaller grid you should see a shape.",The output grid size... subtract 1 from each side. 4x4 becomes 3x3,"To make the output, you have to... Think of the new grid like the old grid with the divider removed. recreate the shape from the smaller top left grid of the input in the same color as the divider from the input. Mirror the shape in each of the remaining three quadrants along the x and y axis. for a total of 4 shapes in the same color. you are done.",True,8,2,53.0,53.0,8.0,4,1,912,82
eedf3d06-3c8f-4812-af88-89d1d970c5d3,4faf98aa-589d-43eb-9bdb-916741e73746,"In the input, you should see...a colored object in the top left black box and a colored cross dividing the grid.",The output grid size...is one less than the input grid,"To make the output, you have to...mirror the object that is seen in the top left black box into the other three black boxes and remove the colored cross.",False,,3,161.0,161.0,6.0,0,0,620,607
2b135d56-41e9-4cfa-b943-3175c7fa2bfe,2ca6a3e7-b63f-4982-85e0-23a096634a00,"In the input, you should see...colored squares in a pattern with black in the middle of the pattern",The output grid size...stay the same,"To make the output, you have to... fill in the black areas with the pattern and keep the rest the same",False,,3,20.0,20.0,2.0,5,5,85,203
340d2469-3ca2-49db-aa64-4ae16efd752a,5c042264-4499-465d-a1aa-0863095b93e4,"In the input, you should see...black squares",The output grid size...is the same,"To make the output, you have to...remove the black squares and use the pattern to fill in",False,,3,47.0,47.0,4.0,1,1,84,726
46fb0e2b-f76b-40f9-84ae-38efe9b70d96,80d36ce2-fecf-4c08-9e0e-cbf0b2487a51,"In the input, you should see...a colored grid with a pattern of diagonal lines with some black spots",The output grid size...should be the same as the input,"To make the output, you have to...fill in the black spots with the continued diagonal pattern that is in the rest of the input so it looks like there is a uniform pattern on the whole grid",False,,3,160.0,160.0,5.0,1,6,150,2734
