phrase_number	task_number	task_name	description_id	phrase_kind	nth_phrase_in_paragraph	phrase	tag_procedure	tag_metaphor	tag_clarification	tag_example	tag_array	tag_validation	tag_loop	tag_start_stop	tag_conditional	tag_logic	tag_framing	tag_spatial_relation	tag_physical_interaction	tag_contact_transform	tag_affine_transform	tag_visual_graphical_transform	tag_object_detection
351	62	2bee17df.json	f595346b-fdd3-4209-9cf7-43ead4d79d50	output	4	Using green, draw straight lines horizontally and vertically from these squares that are only one deep around the outside, connecting them ONLY to squares on the other side of the grid that also are only one square deep.																	
352	63	2c608aff.json	256d8c36-37b1-48fc-b808-cb38992ded17	input	1	a pattern with a central square and colored dots.																	
353	63	2c608aff.json	256d8c36-37b1-48fc-b808-cb38992ded17	grid_size	1	is the same as input																	
354	63	2c608aff.json	256d8c36-37b1-48fc-b808-cb38992ded17	output	1	If the dots could connect to the central square with a straight line, connect it with the same color as the dot																	
355	64	2dc579da.json	c47f190f-3687-4d3e-871c-8205c7ee67fb	input	1	 a grid broken up into 4 sections by a cross, where 1 section has an off-color single square in it.																	
356	64	2dc579da.json	c47f190f-3687-4d3e-871c-8205c7ee67fb	grid_size	1	is the size of 1 of the 4 sections.																	
357	64	2dc579da.json	c47f190f-3687-4d3e-871c-8205c7ee67fb	output	1	" ""zoom in"" on the section with an off-color square."																	
358	64	2dc579da.json	e9b4a6dd-4ba0-4aa2-ba2d-205418851a36	input	1	a grid broken into 4 sections or quadrants, where exactly one quadrant contains a square that is a different color from the other squares.																	
359	64	2dc579da.json	e9b4a6dd-4ba0-4aa2-ba2d-205418851a36	grid_size	1	is the size of one of the quadrants.																	
360	64	2dc579da.json	e9b4a6dd-4ba0-4aa2-ba2d-205418851a36	output	1	select the quadrant with the different colored square, then copy and paste the quadrant as the output.																	
361	65	2dd70a9a.json	e017cfda-a8ee-4291-b149-f2b8887b0d0d	input	1	red and green dots																	
362	65	2dd70a9a.json	e017cfda-a8ee-4291-b149-f2b8887b0d0d	grid_size	1	is the same as the old one																	
363	65	2dd70a9a.json	e017cfda-a8ee-4291-b149-f2b8887b0d0d	output	1	use green line to connect the red and green parts in straight lines																	
364	66	2dee498d.json	492168bd-d9bd-4bba-adab-ae2c040aef88	input	1	a pattern of colored blocks repeated several times from left to right in the grid.																	
365	66	2dee498d.json	492168bd-d9bd-4bba-adab-ae2c040aef88	grid_size	1	is the size of one example of the colored block pattern.																	
366	66	2dee498d.json	492168bd-d9bd-4bba-adab-ae2c040aef88	output	1	zoom in on one example of the colored pattern and paste it into the grid of the correct size.																	
367	66	2dee498d.json	bf7e0159-c297-46a0-8c7b-4beb08e03090	input	1	A repeating pattern (usually repeats three times)																	
368	66	2dee498d.json	bf7e0159-c297-46a0-8c7b-4beb08e03090	grid_size	1	should be set to the equivalent grid size that the singular pattern takes up																	
369	66	2dee498d.json	bf7e0159-c297-46a0-8c7b-4beb08e03090	output	1	fill the grid up with the singular identified pattern																	
370	67	31aa019c.json	ec79fd83-69d0-498e-8435-6cb355ad64c4	input	1	large grid with many colored blocks.																	
371	67	31aa019c.json	ec79fd83-69d0-498e-8435-6cb355ad64c4	grid_size	1	same as the input.																	
372	67	31aa019c.json	ec79fd83-69d0-498e-8435-6cb355ad64c4	output	1	make the entire output black.																	
373	67	31aa019c.json	ec79fd83-69d0-498e-8435-6cb355ad64c4	output	2	Then, you need to locate a block that is the only color in the input and place it in the same position.																	
374	67	31aa019c.json	ec79fd83-69d0-498e-8435-6cb355ad64c4	output	3	Surround the block with red blocks until it forms a square.																	
375	68	321b1fc6.json	81ed0ad0-3391-417a-9e1e-e26dc8410a75	input	1	a black grid with four different structures.																	
376	68	321b1fc6.json	81ed0ad0-3391-417a-9e1e-e26dc8410a75	input	2	Three are the same color and one is multi-colored.																	
377	68	321b1fc6.json	81ed0ad0-3391-417a-9e1e-e26dc8410a75	grid_size	1	stays the same.																	
378	68	321b1fc6.json	81ed0ad0-3391-417a-9e1e-e26dc8410a75	output	1	change the colors of all the single-colored structures to the multi-colors.																	
379	68	321b1fc6.json	81ed0ad0-3391-417a-9e1e-e26dc8410a75	output	2	Then change the original multi-colored structure to all black.																	
380	68	321b1fc6.json	b550ab6c-fbfc-4cae-846b-22024db85ef5	input	1	a black grid with patterns placed thought it.																	
381	68	321b1fc6.json	b550ab6c-fbfc-4cae-846b-22024db85ef5	input	2	One will be multi-colored, and the others will be a solid color.																	
382	68	321b1fc6.json	b550ab6c-fbfc-4cae-846b-22024db85ef5	grid_size	1	Remains the same as the input grid.																	
383	68	321b1fc6.json	b550ab6c-fbfc-4cae-846b-22024db85ef5	output	1	 REPLACE the solid colored patterns with the multi-colored versions, so each pattern has the same coloring.																	
384	68	321b1fc6.json	b550ab6c-fbfc-4cae-846b-22024db85ef5	output	2	THEN REMOVE the original multi-colored pattern by replacing it entirely with black tiles.																	
385	69	32597951.json	2c72e3ba-a201-4ae6-80f2-a36044b8d52e	input	1	light blue, dark blue and black boxes.																	
386	69	32597951.json	2c72e3ba-a201-4ae6-80f2-a36044b8d52e	input	2	The light blue boxes represent an incomplete rectangle.																	
387	69	32597951.json	2c72e3ba-a201-4ae6-80f2-a36044b8d52e	grid_size	1	stays the same.																	
388	69	32597951.json	2c72e3ba-a201-4ae6-80f2-a36044b8d52e	output	1	change the dark blue boxes to green boxes where they cover parts of the rectangle created by the light blue boxes.																	
389	69	32597951.json	2c72e3ba-a201-4ae6-80f2-a36044b8d52e	output	2	Once changed the rectangle shape should be clear with no dark blue boxes within its borders.																	
390	69	32597951.json	a979128c-244a-430d-8fc5-0793943b60ab	input	1	an incomplete rectangle or square																	
391	69	32597951.json	a979128c-244a-430d-8fc5-0793943b60ab	grid_size	1	same as the input size																	
392	69	32597951.json	a979128c-244a-430d-8fc5-0793943b60ab	output	1	replace the blue squares with green squares to complete a square of a rectangle with the light blue blocks																	
393	72	3618c87e.json	eaba1f4b-ccbc-4873-b6e9-81c2ae428c68	input	1	 two blue colored grids on top of the grey grids, a black grid is between the two blue grids																	
394	72	3618c87e.json	eaba1f4b-ccbc-4873-b6e9-81c2ae428c68	grid_size	1	the two blue grids have been moved two steps downwards																	
395	72	3618c87e.json	eaba1f4b-ccbc-4873-b6e9-81c2ae428c68	output	1	change blue grids to black background, count two steps below each grid's initial placement and fill with blue																	
396	73	3631a71a.json	58337923-2323-4bec-89eb-dd5e53dca07e	input	1	a large grid with a multicolored pattern.																	
397	73	3631a71a.json	58337923-2323-4bec-89eb-dd5e53dca07e	input	2	Notice that the pattern is mirrored horizontally and vertically.																	
398	73	3631a71a.json	58337923-2323-4bec-89eb-dd5e53dca07e	grid_size	1	stays the same.																	
399	73	3631a71a.json	58337923-2323-4bec-89eb-dd5e53dca07e	output	1	Copy the input grid to the output grid.																	
400	73	3631a71a.json	58337923-2323-4bec-89eb-dd5e53dca07e	output	2	You will see boxes where the pattern is missing.																	
401	73	3631a71a.json	58337923-2323-4bec-89eb-dd5e53dca07e	output	3	In these boxes, mirror the pattern from the opposite side of the grid, exactly.																	
402	73	3631a71a.json	58337923-2323-4bec-89eb-dd5e53dca07e	output	4	Use the same colors.																	
403	73	3631a71a.json	91b8eac1-7a94-4096-b3f2-1444d1d92168	input	1	a large multicolored pattern that is symmetrical horizontally and vertically.																	
404	73	3631a71a.json	91b8eac1-7a94-4096-b3f2-1444d1d92168	input	2	The pattern has had large shapes placed on the pattern.																	
405	73	3631a71a.json	91b8eac1-7a94-4096-b3f2-1444d1d92168	input	3	The large shapes are a different color than the rest of the pattern.																	
406	73	3631a71a.json	91b8eac1-7a94-4096-b3f2-1444d1d92168	grid_size	1	is the same is the input grid.																	
407	73	3631a71a.json	91b8eac1-7a94-4096-b3f2-1444d1d92168	output	1	replace the large shapes with the mirrored version of what is on the opposite side of the pattern.																	
408	74	363442ee.json	3ead5693-1238-434a-a820-44cbee06887f	input	1	 a pattern on the left, a grey bar and blue squares on the right																	
409	74	363442ee.json	3ead5693-1238-434a-a820-44cbee06887f	grid_size	1	is the same as the input																	
410	74	363442ee.json	3ead5693-1238-434a-a820-44cbee06887f	output	1	copy the pattern on the left and recreate the same pattern over each blue square on the right side, such that the center of the pattern is where the blue square was																	
411	74	363442ee.json	62611f1e-8657-43e0-be85-e58c204c2a61	input	1	a color pattern on the left side and blue squares on the right.																	
412	74	363442ee.json	62611f1e-8657-43e0-be85-e58c204c2a61	grid_size	1	same size as input																	
413	74	363442ee.json	62611f1e-8657-43e0-be85-e58c204c2a61	output	1	use the blue square as the middle square and recreate the same pattern replacing the blue square with the same color in the middle as the pattern																	
414	74	363442ee.json	c8ee503e-cddd-4df3-a848-7c688dd62c98	input	1	a 3x3 multicolored pattern to the left of the grey bar and a number of blue squares to the right of the grey bar																	
415	74	363442ee.json	c8ee503e-cddd-4df3-a848-7c688dd62c98	grid_size	1	is the same as the input																	
416	74	363442ee.json	c8ee503e-cddd-4df3-a848-7c688dd62c98	output	1	copy the pattern on the left of the grey bar and paste it so that it is directly over each blue square such that the center square of the pattern is located exactly where the blue square was																	
417	75	36d67576.json	f2108335-0076-4be3-bc72-2f15ec9518b5	input	1	Yellow patterns with a single red square on each and one yellow shape with blue and green squares.																	
418	75	36d67576.json	f2108335-0076-4be3-bc72-2f15ec9518b5	grid_size	1	Copy grid size																	
419	75	36d67576.json	f2108335-0076-4be3-bc72-2f15ec9518b5	output	1	Repeat pattern shown on single yellow pattern onto others																	
420	76	36fdfd69.json	f6966bfd-c207-4a6e-ac9f-2d84928c8582	input	1	a grid with many squares in one color and a smaller number of squares in red.																	
421	76	36fdfd69.json	f6966bfd-c207-4a6e-ac9f-2d84928c8582	grid_size	1	is the same as the input grid																	
422	76	36fdfd69.json	f6966bfd-c207-4a6e-ac9f-2d84928c8582	output	1	copy the input grid.																	
423	76	36fdfd69.json	f6966bfd-c207-4a6e-ac9f-2d84928c8582	output	2	Connect the red squares with yellow to create yellow and red rectangles or squares.																	
424	76	36fdfd69.json	f6966bfd-c207-4a6e-ac9f-2d84928c8582	output	3	Only connect red squares that are close together.																	
425	76	36fdfd69.json	f6966bfd-c207-4a6e-ac9f-2d84928c8582	output	4	Do not turn any black squares yellow - only connect red squares that you can connect by making the other color in the grid yellow.																	
426	76	36fdfd69.json	f6966bfd-c207-4a6e-ac9f-2d84928c8582	output	5	The output grid will have more than one yellow and red rectangle or square.																	
427	77	3906de3d.json	cf851ef2-88b7-42a6-8701-522f83dbff42	input	1	a black grid with a blue pattern across the top and red at the bottom																	
428	77	3906de3d.json	cf851ef2-88b7-42a6-8701-522f83dbff42	grid_size	1	same as the input																	
429	77	3906de3d.json	cf851ef2-88b7-42a6-8701-522f83dbff42	output	1	imagine the blue is a vacuum and sucks the red up into the open spaces.																	
430	77	3906de3d.json	cf851ef2-88b7-42a6-8701-522f83dbff42	output	2	Move all red straight up.																	
431	78	39a8645d.json	d2075b1e-a12b-46cb-aede-5cf314053569	input	1	a few different kinds of 3x3 shape.	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
432	78	39a8645d.json	d2075b1e-a12b-46cb-aede-5cf314053569	input	2	Each kind should have a unique shape and color.	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
433	78	39a8645d.json	d2075b1e-a12b-46cb-aede-5cf314053569	input	3	There may be multiple copies of each kind.	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
434	78	39a8645d.json	d2075b1e-a12b-46cb-aede-5cf314053569	grid_size	1	is 3x3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
435	78	39a8645d.json	d2075b1e-a12b-46cb-aede-5cf314053569	output	1	count the number of copies of each shape.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
436	78	39a8645d.json	d2075b1e-a12b-46cb-aede-5cf314053569	output	2	Zoom in on the shape with the most copies.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
437	79	39e1d7f9.json	41c7f48d-3c66-464d-a8aa-b4d562867666	input	1	a grid of pixel lines within the overall grid.																	
438	79	39e1d7f9.json	41c7f48d-3c66-464d-a8aa-b4d562867666	grid_size	1	same as the same																	
439	79	39e1d7f9.json	41c7f48d-3c66-464d-a8aa-b4d562867666	output	1	copy the input grid, replicate the main pixel placement within the grid and replicate half at the top right corner.																	
440	79	39e1d7f9.json	77932b33-01c7-4a62-9d0a-5dded98d3094	input	1	single complete pattern with several other small part of the pattern																	
441	79	39e1d7f9.json	77932b33-01c7-4a62-9d0a-5dded98d3094	grid_size	1	same as the input																	
442	79	39e1d7f9.json	77932b33-01c7-4a62-9d0a-5dded98d3094	output	1	complete the small part as the same as the complete pattern .																	
443	80	3aa6fb7a.json	777d4ff9-0a06-4301-ae32-95907ad4ca67	input	1	three incomplete squares that are each missing a corner.	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1
444	80	3aa6fb7a.json	777d4ff9-0a06-4301-ae32-95907ad4ca67	grid_size	1	is identical	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
445	80	3aa6fb7a.json	777d4ff9-0a06-4301-ae32-95907ad4ca67	output	1	fill in the missing corners with a blue square.	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
446	82	3af2c5a8.json	3c543228-9510-4a13-b841-ddd205c32d70	input	1	pattern of color squares.																	
447	82	3af2c5a8.json	3c543228-9510-4a13-b841-ddd205c32d70	grid_size	1	change to 8x6.																	
448	82	3af2c5a8.json	3c543228-9510-4a13-b841-ddd205c32d70	output	1	imagine grid is cut in half vertical.																	
449	82	3af2c5a8.json	3c543228-9510-4a13-b841-ddd205c32d70	output	2	Copy pattern to top and below left half.																	
450	82	3af2c5a8.json	3c543228-9510-4a13-b841-ddd205c32d70	output	3	Mirror pattern to right half of grid to top and below.																	
451	82	3af2c5a8.json	8fd13910-ed34-45fd-b943-39ddc39eacc4	input	1	one quarter																	
452	82	3af2c5a8.json	8fd13910-ed34-45fd-b943-39ddc39eacc4	grid_size	1	eight by eight																	
453	82	3af2c5a8.json	8fd13910-ed34-45fd-b943-39ddc39eacc4	output	1	mirror the pattern																	
454	83	3bd67248.json	1fd287b6-4f3a-4697-ae7f-aae9e9ec6ccb	input	1	a colored line on the left side of the grid.																	
455	83	3bd67248.json	1fd287b6-4f3a-4697-ae7f-aae9e9ec6ccb	grid_size	1	is the same as the input grid.																	
456	83	3bd67248.json	1fd287b6-4f3a-4697-ae7f-aae9e9ec6ccb	output	1	copy the input grid.																	
457	83	3bd67248.json	1fd287b6-4f3a-4697-ae7f-aae9e9ec6ccb	output	2	Fill in all of the squares on the bottom row of the grid with yellow.																	
458	83	3bd67248.json	1fd287b6-4f3a-4697-ae7f-aae9e9ec6ccb	output	3	Then draw a red line diagonal from the black square in the bottom left up to the top right of the grid.																	
459	83	3bd67248.json	1fd287b6-4f3a-4697-ae7f-aae9e9ec6ccb	output	4	Do not change the bottom left color when you draw the yellow and red lines; the yellow and red lines each begin in the second column of the grid.																	
460	84	3bdb4ada.json	370e89da-f510-4428-8b75-bfb9b7a37db6	input	1	large rectangle shapes.																	
461	84	3bdb4ada.json	370e89da-f510-4428-8b75-bfb9b7a37db6	grid_size	1	is the same as the input grid size.																	
462	84	3bdb4ada.json	370e89da-f510-4428-8b75-bfb9b7a37db6	output	1	put black squares in the middle of the rectangle shapes so that the pattern is colored square, black square, colored square, black square and so on in the middle of each rectangle.																	
463	84	3bdb4ada.json	ea9d7e52-07dd-4f88-b675-6bad7d026b2b	input	1	same colored grids forming a shape or a pattern.																	
464	84	3bdb4ada.json	ea9d7e52-07dd-4f88-b675-6bad7d026b2b	grid_size	1	does not change from the input size.																	
465	84	3bdb4ada.json	ea9d7e52-07dd-4f88-b675-6bad7d026b2b	output	1	form multiple holes within the formed shapes, like as windows on an airplane, train or a bus.																	
466	85	3befdf3e.json	4803528b-f88f-4fb4-9a66-b62955983401	input	1	a square of one color filled with another color																	
467	85	3befdf3e.json	4803528b-f88f-4fb4-9a66-b62955983401	grid_size	1	stays the same as the input grid																	
468	85	3befdf3e.json	4803528b-f88f-4fb4-9a66-b62955983401	output	1	inverse the colors used in the original shape then add adjacent 4x2 shapes to the outer square on all four sides in the color of the new center square if it had a 2x2 center in the input, or a 3x1 shape on all four sides if the center had a 1x1 shape																	
469	86	3c9b0459.json	798c5554-242c-4d50-a8bc-c2eda29326e0	input	1	a grid of colored pixels.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
470	86	3c9b0459.json	798c5554-242c-4d50-a8bc-c2eda29326e0	grid_size	1	is the same as the input.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
471	86	3c9b0459.json	798c5554-242c-4d50-a8bc-c2eda29326e0	output	1	Create the same pattern as the input, just rotated 180 degrees.	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
472	86	3c9b0459.json	798c5554-242c-4d50-a8bc-c2eda29326e0	output	2	Done.	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
473	87	3de23699.json	a78e172b-b808-4450-b64c-1132b6b6d1ad	input	1	a shape of one color surrounded by 4 single squares of another color.																	
474	87	3de23699.json	a78e172b-b808-4450-b64c-1132b6b6d1ad	grid_size	1	will be the same size as the inside of the single 4 squares in the input grid.																	
475	87	3de23699.json	a78e172b-b808-4450-b64c-1132b6b6d1ad	output	1	use the color of the single 4 boxes and replicate the shapes from the input grid.																	
476	88	3e980e27.json	a309e976-3bcb-4574-b2e4-a839ed81c400	input	1	black background, and red blocks and, or green blocks surround by other color blocks.																	
477	88	3e980e27.json	a309e976-3bcb-4574-b2e4-a839ed81c400	grid_size	1	stays the same.																	
478	88	3e980e27.json	a309e976-3bcb-4574-b2e4-a839ed81c400	output	1	copy the input.																	
479	88	3e980e27.json	a309e976-3bcb-4574-b2e4-a839ed81c400	output	2	For the green blocks that have nothing around them, make the same placement of blocks around them as the green block from the input that has blocks around it.																	
480	88	3e980e27.json	a309e976-3bcb-4574-b2e4-a839ed81c400	output	3	If there are red blocks with nothing around them in the end result you want to make them be a mirrored image of the input red block, making the colors around the red block go in the opposite direction in on the horizontal.																	
481	88	3e980e27.json	dc5b2ec6-6b3a-4a0c-b352-6563bbdb3574	input	1	a few red and green pixels.																	
482	88	3e980e27.json	dc5b2ec6-6b3a-4a0c-b352-6563bbdb3574	input	2	One green pixel and one red pixel will have other color pixels around them.																	
483	88	3e980e27.json	dc5b2ec6-6b3a-4a0c-b352-6563bbdb3574	grid_size	1	the same size as the input grid.																	
484	88	3e980e27.json	dc5b2ec6-6b3a-4a0c-b352-6563bbdb3574	output	1	copy the placement and color of the pixels surrounding the red or green pixels that are not alone to the pixels that are alone.																	
485	88	3e980e27.json	dc5b2ec6-6b3a-4a0c-b352-6563bbdb3574	output	2	If the pixel is green the placement and color of the surrounding pixels should be the same as the surrounded green pixel.																	
486	88	3e980e27.json	dc5b2ec6-6b3a-4a0c-b352-6563bbdb3574	output	3	This should be applied to all solo green pixels.																	
487	88	3e980e27.json	dc5b2ec6-6b3a-4a0c-b352-6563bbdb3574	output	4	The same should be done with the red pixels, but the placement of the surrounding pixels should be mirrored horizontally.																	
488	89	3eda0437.json	2a60fd57-cdd1-4a5c-b46c-394bf72b743b	input	1	a grid with black, blue and gray squares.																	
489	89	3eda0437.json	2a60fd57-cdd1-4a5c-b46c-394bf72b743b	grid_size	1	is the same size as the input.																	
490	89	3eda0437.json	2a60fd57-cdd1-4a5c-b46c-394bf72b743b	output	1	find in the input the biggest square or rectangle that can be created with only black boxes.																	
491	89	3eda0437.json	2a60fd57-cdd1-4a5c-b46c-394bf72b743b	output	2	Then make that box area in the output pink instead of black.																	
492	90	3f7978a0.json	0c341a70-bd81-4cbe-a48e-e7a55ef79213	input	1	A random pattern of grey and light blue tiles																	
493	90	3f7978a0.json	0c341a70-bd81-4cbe-a48e-e7a55ef79213	grid_size	1	changes based on the size of the central pattern in the input grid																	
494	90	3f7978a0.json	0c341a70-bd81-4cbe-a48e-e7a55ef79213	output	1	" IDENTIFY the ""central"" pattern in the input grid."																	
495	90	3f7978a0.json	0c341a70-bd81-4cbe-a48e-e7a55ef79213	output	2	This is includes the two grey columns with light blue tiles at the top, AND EVERYTHING in-between those two columns.																	
496	90	3f7978a0.json	0c341a70-bd81-4cbe-a48e-e7a55ef79213	output	3	Create an output grid size to match the size of the central pattern, and fill it with that pattern.																	
497	90	3f7978a0.json	0c341a70-bd81-4cbe-a48e-e7a55ef79213	output	4	It's like taking a part of the input grid and enlarging it onto the output grid.																	
498	90	3f7978a0.json	4784144c-fa70-4ebe-bfdb-55f8df145f5e	input	1	two gray lines with blue squares on the top and bottom of each.																	
499	90	3f7978a0.json	4784144c-fa70-4ebe-bfdb-55f8df145f5e	grid_size	1	 will only be as big as the gray lines with their blue ends, with all the squares that are in between them.																	
500	90	3f7978a0.json	4784144c-fa70-4ebe-bfdb-55f8df145f5e	grid_size	2	(If you see two gray lines that are 3 squares long, and there is 3 spaces of black space between the two lines, your grid would be 5x5: Make sure to include the blue ends of each gray line in your size calculation.																	
501	90	3f7978a0.json	4784144c-fa70-4ebe-bfdb-55f8df145f5e	output	1	recreate the position of the black space and any blue squares that are between your gray lines.																	
502	90	3f7978a0.json	4784144c-fa70-4ebe-bfdb-55f8df145f5e	output	2	The four corners of your output will be the blue ends of the gray lines in the input.																	
503	90	3f7978a0.json	4784144c-fa70-4ebe-bfdb-55f8df145f5e	output	3	Make sure that the exact amount of black space between the two lines matches the input, and the placement of any blue squares in the black space also matches the exact location in the input.																	
504	90	3f7978a0.json	4784144c-fa70-4ebe-bfdb-55f8df145f5e	output	4	Your output grid should be no bigger on top/bottom or left/right of the blue squares at the end of each gray line.																	
505	90	3f7978a0.json	7ef83e31-ebc2-4ce7-a7fa-40cf6494c6a1	input	1	a black grid with some light blue squares and some gray squares																	
506	90	3f7978a0.json	7ef83e31-ebc2-4ce7-a7fa-40cf6494c6a1	grid_size	1	is the same size as the four light blue squares that form a quadrant shape of either a rectangle or a square																	
507	90	3f7978a0.json	7ef83e31-ebc2-4ce7-a7fa-40cf6494c6a1	output	1	identify the four light blue squares that form a quadrant shape of either a rectangle or a square and then replicate everything inside that shape using the same light blue, gray and black colors.																	
508	90	3f7978a0.json	e45aafe8-9f45-4885-b2d5-f706cd2525e3	input	1	A random pattern of grey and light blue tiles																	
509	90	3f7978a0.json	e45aafe8-9f45-4885-b2d5-f706cd2525e3	grid_size	1	changes based on the size of the central pattern in the input grid																	
510	90	3f7978a0.json	e45aafe8-9f45-4885-b2d5-f706cd2525e3	output	1	"IDENTIFY the ""central"" pattern in the input grid."																	
511	90	3f7978a0.json	e45aafe8-9f45-4885-b2d5-f706cd2525e3	output	2	This is includes the two grey columns with light blue tiles at the top, AND EVERYTHING in-between those two columns.																	
512	90	3f7978a0.json	e45aafe8-9f45-4885-b2d5-f706cd2525e3	output	3	Create an output grid size to match the size of the central pattern, and fill it with that pattern.																	
513	90	3f7978a0.json	e45aafe8-9f45-4885-b2d5-f706cd2525e3	output	4	It's like taking a part of the input grid and enlarging it onto the output grid.																	
514	91	40853293.json	39a1c74f-c0fe-4819-8fb1-f4aaa313c7ff	input	1	squares of different colors																	
515	91	40853293.json	39a1c74f-c0fe-4819-8fb1-f4aaa313c7ff	grid_size	1	same size																	
516	91	40853293.json	39a1c74f-c0fe-4819-8fb1-f4aaa313c7ff	output	1	connect similar colors with that color.																	
517	91	40853293.json	39a1c74f-c0fe-4819-8fb1-f4aaa313c7ff	output	2	where they overlap you should use the vertical color																	
518	91	40853293.json	efe4d09c-6732-4c7d-bc59-3a4b7c1c58d3	input	1	squares that have similar colors																	
519	91	40853293.json	efe4d09c-6732-4c7d-bc59-3a4b7c1c58d3	grid_size	1	same grid size																	
520	91	40853293.json	efe4d09c-6732-4c7d-bc59-3a4b7c1c58d3	output	1	join the lines, red with red, green with green and the same with the other colors, lines cross each other but up to down lines are on top.																	
521	92	4093f84a.json	005bbe08-171c-47dc-ad8e-fa74fdd00bf1	input	1	gray rows with some other colored boxes in the grid.																	
522	92	4093f84a.json	005bbe08-171c-47dc-ad8e-fa74fdd00bf1	grid_size	1	is the same as the input grid.																	
523	92	4093f84a.json	005bbe08-171c-47dc-ad8e-fa74fdd00bf1	output	1	first copy the gray rows or columns exactly.																	
524	92	4093f84a.json	005bbe08-171c-47dc-ad8e-fa74fdd00bf1	output	2	Now imagine that the non-gray boxes are attracted to the gray rows like magnets.																	
525	92	4093f84a.json	005bbe08-171c-47dc-ad8e-fa74fdd00bf1	output	3	Move the non-gray boxes until they are touching the gray rows.																	
526	92	4093f84a.json	005bbe08-171c-47dc-ad8e-fa74fdd00bf1	output	4	Now, every box should be touching the gray rows.																	
527	92	4093f84a.json	005bbe08-171c-47dc-ad8e-fa74fdd00bf1	output	5	The last step is to change all of the non-gray boxes to be gray.																	
528	92	4093f84a.json	005bbe08-171c-47dc-ad8e-fa74fdd00bf1	output	6	The final result should be only gray boxes, all of them connected by the original gray rows/columns.																	
529	93	41e4d17e.json	65b8f1a1-ad42-44c8-a59d-3ca17bcd96d6	input	1	one or more 4x4 outline of squares.																	
530	93	41e4d17e.json	65b8f1a1-ad42-44c8-a59d-3ca17bcd96d6	grid_size	1	stay the same																	
531	93	41e4d17e.json	65b8f1a1-ad42-44c8-a59d-3ca17bcd96d6	output	1	Copy the grid.																	
532	93	41e4d17e.json	65b8f1a1-ad42-44c8-a59d-3ca17bcd96d6	output	2	color each of the centers of the outlined squares pink.																	
533	93	41e4d17e.json	65b8f1a1-ad42-44c8-a59d-3ca17bcd96d6	output	3	Continue creating a pink line vertically up and down from this pink center cell.																	
534	93	41e4d17e.json	65b8f1a1-ad42-44c8-a59d-3ca17bcd96d6	output	4	DO NOT color the dark Blue outline.																	
535	93	41e4d17e.json	65b8f1a1-ad42-44c8-a59d-3ca17bcd96d6	output	5	Create a pink horizontal line left and right from the pink center cell.																	
536	93	41e4d17e.json	65b8f1a1-ad42-44c8-a59d-3ca17bcd96d6	output	6	DO NOT color the dark Blue outline.																	
537	93	41e4d17e.json	65b8f1a1-ad42-44c8-a59d-3ca17bcd96d6	output	7	Do this for all outlined squares.																	
538	93	41e4d17e.json	65b8f1a1-ad42-44c8-a59d-3ca17bcd96d6	output	8	you should be done.																	
539	94	4258a5f9.json	03a881df-2f03-48ee-8c9e-f13c6e459d0f	input	1	a black grid with a number of grey boxes	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
540	94	4258a5f9.json	03a881df-2f03-48ee-8c9e-f13c6e459d0f	grid_size	1	is the same as input	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
541	94	4258a5f9.json	03a881df-2f03-48ee-8c9e-f13c6e459d0f	output	1	surround each of the grey boxes with a blue border	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1
542	94	4258a5f9.json	2c045fce-1e34-4979-8735-e8de61ba1675	input	1	a black grid with a number of grey boxes																	
543	94	4258a5f9.json	2c045fce-1e34-4979-8735-e8de61ba1675	grid_size	1	is the same as the input																	
544	94	4258a5f9.json	2c045fce-1e34-4979-8735-e8de61ba1675	output	1	surround each grey box with blue	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1
545	94	4258a5f9.json	a32e5cb9-f200-466a-a043-41410b8bc497	input	1	a black grid the a number of grey boxes																	
546	94	4258a5f9.json	a32e5cb9-f200-466a-a043-41410b8bc497	grid_size	1	is the same as the input																	
547	94	4258a5f9.json	a32e5cb9-f200-466a-a043-41410b8bc497	output	1	surround each of the grey boxes with a 3x3 blue border	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1
548	95	4290ef0e.json	f5f97834-041e-4dfa-a45c-dc226e785d3b	input	1	 various bright colors, shapes, and corners of various size																	
